month,day,year,date,prop_letter,ballot_subject,type_of_measure,description,pass_or_fail,vote_counts,percent_vote,percent_required_to_pass,measure_placed_on_ballot_by,pdf_available
November,8,1977,08-Nov-77,B,"Fire Protection Bonds, $6,000,000",Bond Issue,"To incur a bonded indebtedness of $6,000,000 for the purpose of improvements of the fire protection facilities of the San Francisco Fire Department, including the purchase of a new fireboat.",P,"Yes: 112,282  /  No: 44,435",Yes: 71.6%  /  No: 28.4%,66 2/3%,Supervisors,November8_1977
November,8,1977,08-Nov-77,C,"Airport Revenue Bonds, $90,000,000",Bond Issue,"Shall the Airports Commission of the City and County of San Francisco issue revenue bonds in the principal amount of $90,000,000 pursuant to the Revenue Bond Law of 1941 to provide funds for acquiring, constructing, improving and developing airport facilities at San Francisco International Airport, including an industrial waste treatment plant, additions to terminals, remodeling and modifications of terminals, baggage handling facilities, boarding areas, aircraft aprons, pedestrian access facilities, parking facilities, engineering and planning expense, and other works, properties or structures necessary or convenient for San Francisco International Airport?",P,"Yes: 81,659  /  No: 78,149",Yes: 51.1%  /  No: 48.9%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,D,Airport Revenue Bond Procedure,Charter Amendment,Shall issuance of airport revenue bonds be subject to Board of Supervisors approval and shall said Board be required to determine that projected revenues will be sufficient to retire said bonds?,F,"Yes: 74,681  /  No: 79,481",Yes: 48.4%  /  No: 51.6%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,E,Duties of the Mayor to be Full Time,Charter Amendment,Shall the Mayor of the City and County be expressly required to devote his entire time and attention to the duties of his office?,P,"Yes: 116,265  /  No: 46,349",Yes: 71.5%  /  No: 28.5%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,F,Term of Chief Administrative Officer 10 (ten) Years,Charter Amendment,Shall the maximum term of office of the Chief Administrative Officer be fixed at ten years?,P,"Yes: 128,614  /  No: 29,045",Yes: 81.6%  /  No: 18.4%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,G,Budget Reductions,Charter Amendment,Shall the Mayor and the Board of Supervisors be empowered to decrease amounts requested by City and County departments for employees' compensation without specifying the positions to be affected by such decrease?,P,"Yes: 87,034  /  No: 66,758",Yes: 56.6%  /  No: 43.4%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,H,Dental Plan,Charter Amendment,"Shall the City and County, the Unified School District and the Community College District contribute to an employees' dental plan, the contribution per employee to be equal to the average contribution per employee made by the ten most populous California counties having such a plan?",F,"Yes: 67,995  /  No: 91,107",Yes: 42.7%  /  No: 57.3%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,I,"Pension Increases, Males",Charter Amendment,"Shall pensions of male employees retired prior to July 1, 1977 be increased by recomputing said pensions on the basis of mortality tables which will be applicable on January 1, 1978?",P,"Yes: 89,949  /  No: 65,960",Yes: 57.7%  /  No: 42.3%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,J,Disability Hearing Officers,Charter Amendment,"Shall applications for disability leave, disability retirement or death allowances be heard by independent hearing officers?",F,"Yes: 62,773  /  No: 89,565",Yes: 41.2%  /  No: 58.8%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,K,Supervisors' Administrative Assistants,Charter Amendment,Shall each member of the Board of Supervisors be empowered to appoint his or her administrative assistant who shall serve at the pleasure of said member?,P,"Yes: 94,844  /  No: 61,615",Yes: 60.6%  /  No: 39.4%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,L,Chief Administrative Officer Executive Assistant,Charter Amendment,Shall the Chief Administrative Officer be empowered to appoint his executive assistant who shall serve at the pleasure of the Chief Administrative Officer?,P,"Yes: 93,003  /  No: 59,614",Yes: 60.9%  /  No: 39.1%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,M,Fire Department Promotional Exams,Charter Amendment,Shall the promotional procedure in the Fire Department be changed so as to reduce seniority credits and providing additional credits for educational and professional courses?,P,"Yes: 92,993  /  No: 62,499",Yes: 59.8%  /  No: 40.2%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,N,"Public Works Projects, $5,000 to $10,000",Charter Amendment,"Shall the Board of Supervisors be empowered to increase the monetary limits within which public works projects may be performed by City and County departments from $5,000 to $10,000?",P,"Yes: 103,220  /  No: 51,200",Yes: 66.8%  /  No: 33.2%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,O,"Contracts, Increase Amount of Progressive Payments",Charter Amendment,"Shall a contracting officer be empowered, upon making certain determinations with respect to a City and County contract, to authorize an increase in the amount of progressive payments thereunder?",P,"Yes: 80,250  /  No: 67,287",Yes: 54.4%  /  No: 45.6%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,P,"Official Newspaper Advertising, 3 Days a Week",Charter Amendment,"Shall official City and County advertising be published in any newspaper which is printed on three or more days per week and has a weekly circulation of 50,000 or more?",P,"Yes: 102,767  /  No: 47,720",Yes: 68.3%  /  No: 31.7%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,Q,Electrical Worker Contract  Benefits,Ordinance,"Shall a schedule of compensation based upon the last demand of employees represented by the International Brotherhood of Electrical Workers, Local No. 6, be approved?",F,"Yes: 27,566  /  No: 125,091",Yes: 18.1%  /  No: 81.9%,50%+1,Labor Dispute,November8_1977
November,8,1977,08-Nov-77,R,"Plumbers and Pipe Fitters Contract, Benefits",Ordinance,"Shall a schedule of compensation based upon the last demand of employees represented by the United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry, Local No. 38, be approved?",F,"Yes: 25,362 /  No: 124,647",Yes: 16.9%  /  No: 83.1%,50%+1,Labor Dispute,November8_1977
November,8,1977,08-Nov-77,S,"Sheetmetal Workers Contract, Benefits",Ordinance,"Shall a schedule of compensation based upon the last demand of employees represented by the Sheet Metal Workers International Association, Local No. 104, be approved?",F,"Yes: 26,862  /  No: 125,265",Yes: 17.7%  /  No: 82.3%,50%+1,Labor Dispute,November8_1977
November,8,1977,08-Nov-77,T,Withdrawn,Withdrawn,Withdrawn,Not Available in Public Library's official records,,,,Withdrawn,November8_1977
November,8,1977,08-Nov-77,U,"International Hotel, Transfer to Housing Authority",Policy Declaration,"Shall the City and County of San Francisco purchase the International Hotel, bring the building up to code and transfer same to the San Francisco Housing Authority to be used for low-rent housing?",F,"Yes: 52,534  /  No: 107,731",Yes: 32.8%  /  No: 67.2%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,V,Fleishhacker Pool Renovation,Policy Declaration,"Shall the City and County of San Francisco restore, renovate and place into use Fleishhacker Pool and its facilities?",F,"Yes: 51,368  /  No: 105,353",Yes: 32.8%  /  No: 67.2%,50%+1,Supervisors,November8_1977
November,8,1977,08-Nov-77,W,Citywide Billboard Removal,Policy Declaration,Should the Board of Supervisors enact legislation which would phase out those billboards containing off-site advertising over a period allowing full amortization of costs to billboard companies?,F,"Yes: 67,433  /  No: 88,577",Yes: 43.2%  /  No: 56.8%,50%+1,Supervisors,November8_1977
June,6,1978,06-Jun-78,A,Withdrawn after ballot printed,Withdrawn,Withdrawn,Not Available in Public Library's official records,,,,Withdrawn,June6_1978short
June,6,1978,06-Jun-78,B,Withdrawn,Withdrawn,Withdrawn,Not Available in Public Library's official records,,,,Withdrawn,June6_1978short
June,6,1978,06-Jun-78,C,Fire Department Work Week Schedules 48.7 Hours,Charter Amendment,Shall the maximum normal work week for members of the Fire Department be established at 48.7 hours?,P,"Yes: 99,593  /  No: 60,417",Yes: 62.2%  /  No: 37.7%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,D,"Municipal Railway (MUNI) Work Contracts, Multiple Year",Charter Amendment,Shall the Board of Supervisors be authorized  to fix wages and benefits of platform men and bus operators for periods in excess of one year?,P,"Yes: 101,054  /  No: 59,909",Yes: 62.7%  /  No: 37.2%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,E,Former Supervisors Health Benefits,Charter Amendment,"Shall former supervisors who: (1) had been elected to office; (2) had served at least four years in office; and (3) had been a supervisor after June 30, 1973, be extended coverage under the Health Service System?",F,"Yes: 40,262  /  No: 121,423",Yes: 24.6%  /  No: 75.0%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,F,Runoff Elections,Charter Amendment,"Shall a runoff election be held where no candidate for the offices of Assessor, District Attorney, City Attorney, Sheriff, Treasurer, Public Defender of District Supervisor, respectively, receive a majority vote in the regular election?",P,"Yes: 105,738  /  No: 53,069",Yes: 66.5%  /  No: 33.4%,50%+1,Supervisors,June6_197short
June,6,1978,06-Jun-78,G,Rotation of Candidates Named on Ballot,Charter Amendment,Shall the names of candidates for citywide offices be rotated on the ballot by supervisorial districts at elections where supervisors are to be elected and by assembly districts at other elections?,P,"Yes: 114,933  /  No: 36,703",Yes: 75.7%  /  No: 24.2%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,H,"Airport Revenue Bonds, Exempt from Voter Approval",Charter Amendment,"Shall Airport revenue bonds, issued to refund an existing indebtedness, be exempt from voter approval if the refunding bonds would result in lower total bond payments?",P,"Yes: 93,941  /  No: 60,354",Yes: 60.8%  /  No: 39.1%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,I,"Federally Assisted Financing, Voter Approval",Charter Amendment,"Shall acceptance of federal loans, either directly by the City and County or by a lease with another public entity or nonprofit corporation receiving a federal loan, be exempt from voter approval?",F,"Yes: 49,749  /  No: 99,908",Yes: 33.2%  /  No: 66.7%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,J,Regulation of Taxicab Permits,Ordinance,"Shall the private sale of taxicab permits for over $7,500 be limited to purchase price and shall taxicab operations be supervised by the Police Department?",F,"Yes: 70,870  /  No: 86,866",Yes: 44.9%  /  No: 55.0%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,K,Regulation of Taxicab Permits,Ordinance,Shall taxicab permits be issued only to individual cab operators and shall the private sale of rights in taxicab permits be prohibited?,P,"Yes: 80,570  /  No: 77,481",Yes: 50.9%  /  No: 49.0%,50%+1,Supervisors,June6_1978short
June,6,1978,06-Jun-78,L,Charter Commissioners to be Elected,Policy Declaration,"Shall the Board of Supervisors of the City and County of San Francisco act to call an election to choose charter commissioners, who would thereafter prepare and propose a revised City and County Charter for subsequent approval by the voters of San Francisco?",P,"Yes: 81,913  /  No: 69,561",Yes: 54.0%  /  No: 46.0%,50%+1,Supervisors,June6_1978short
November,7,1978,07-Nov-78,A,"Transportation Commission, Creation of",Charter Amendment,"Shall City government be partially reorganized by consolidating all transportation functions under a commission including the municipal railway, street traffic, motor vehicles for hire and coordination of parking functions; consolidating all waste water, water and power functions in the public utilities commission; consolidating street lighting functions in the department of public works, establishing and adjusting compensation of commissions; protecting civil service rights and providing for certain exempt positions; and providing for legal services and other changes?",F,"Yes: 92,865  /  No: 94,042",Yes: 49.68%  /  No: 50.32%,50%+1,Supervisors,November7_1978short
November,7,1978,07-Nov-78,B,"Civil Service Commission, Expand Powers and Duties",Charter Amendment,"Shall the powers and duties of the Civil Service Commission be expanded to establish procedures relating to discrimination in employment, examination evaluation, combining entrance and promotional examinations, probationary periods, dismissals and leaves?",P,"Yes: 104,398  /  No: 77,121",Yes: 57.51%  /  No: 42.49%,50%+1,Supervisors,November7_1978short
November,7,1978,07-Nov-78,C,"Finance and Records Department, Reorganization",Charter Amendment,"Shall Tax Collector and Treasurer be consolidated under Treasurer, who shall appoint and remove Tax Collector at Treasurer's pleasure; with present Tax Collector retaining civil service status to said position; and providing that the office of County Clerk shall be placed under direction of the Superior Court?",P,"Yes: 133,143  /  No: 41,272",Yes: 76.33%  /  No: 23.67%,50%+1,Supervisors,November7_1978short
